Asset_Number,Lag,ACF_Value
600054,17,0.0405
600054,18,-0.016
600054,19,-0.0392
600054,20,-0.0139
600055,0,1.0
600055,1,-0.0291
600055,2,-0.1972
600055,3,-0.1625
600055,4,-0.0732
600055,5,-0.0373
600055,6,-0.0229
600055,7,0.055
600055,8,-0.0037
600055,9,-0.0222
600055,10,-0.0457
600055,11,0.0058
600055,12,-0.0308
600055,13,0.0148
600055,14,0.0723
600055,15,0.0108
600055,16,0.0012
600055,17,0.0207
600055,18,-0.0072
600055,19,-0.038
600055,20,-0.0369
600056,0,1.0
600056,1,-0.0186
600056,2,-0.1403
600056,3,-0.1012
600056,4,-0.082
600056,5,-0.0267
600056,6,0.0322
600056,7,-0.0292
600056,8,-0.0498
600056,9,0.0131
600056,10,-0.044
600056,11,-0.0514
600056,12,-0.0118
600056,13,-0.0027
600056,14,-0.0373
600056,15,-0.0117
600056,16,0.0319
600056,17,-0.0035
600056,18,-0.0207
600056,19,0.0335
600056,20,0.0302
600057,0,1.0
600057,1,-0.0188
600057,2,-0.1302
600057,3,-0.1088
600057,4,-0.0837
600057,5,-0.0887
600057,6,-0.0368
600057,7,-0.0219
600057,8,-0.0316
600057,9,-0.0091
600057,10,0.0102
600057,11,0.0084
600057,12,-0.0071
600057,13,-0.0273
600057,14,0.032
600057,15,0.0452
600057,16,-0.003
600057,17,0.0293
600057,18,-0.0518
600057,19,-0.0171
600057,20,-0.0081
600058,0,1.0
600058,1,-0.0259
600058,2,-0.1711
600058,3,-0.1166
600058,4,-0.0632
600058,5,-0.032
600058,6,0.0205
600058,7,-0.0386
600058,8,-0.0497
600058,9,0.0191
600058,10,-0.0425
600058,11,-0.0019
600058,12,0.0172
600058,13,-0.035
600058,14,-0.0232
600058,15,-0.0035
600058,16,-0.0427
600058,17,0.0589
600058,18,0.0302
600058,19,-0.0126
600058,20,0.0006
600059,0,1.0
600059,1,-0.0273
600059,2,-0.1305
600059,3,-0.0833
600059,4,-0.063
600059,5,-0.0328
600059,6,-0.0623
600059,7,-0.0417
600059,8,-0.0138
600059,9,-0.0323
600059,10,-0.0042
600059,11,0.0211
600059,12,-0.0137
600059,13,-0.0557
600059,14,0.0097
600059,15,0.0423
600059,16,0.0437
600059,17,0.0115
600059,18,-0.0009
600059,19,-0.05
600059,20,-0.0307
600060,0,1.0
600060,1,-0.0273
600060,2,-0.1752
600060,3,-0.1241
600060,4,-0.0572
600060,5,-0.0696
600060,6,-0.0284
600060,7,-0.0334
600060,8,0.0291
600060,9,0.023
600060,10,-0.0092
600060,11,-0.0185
600060,12,-0.03
600060,13,-0.0162
600060,14,0.0384
600060,15,0.0084
600060,16,-0.0142
600060,17,0.0291
600060,18,-0.0153
600060,19,-0.0114
600060,20,0.0095
600061,0,1.0
600061,1,-0.0246
600061,2,-0.1658
600061,3,-0.1347
600061,4,-0.08
600061,5,-0.0085
600061,6,-0.0297
600061,7,0.0132
600061,8,0.0054
600061,9,-0.0593
600061,10,0.0097
600061,11,-0.0256
600061,12,-0.0461
600061,13,0.0087
600061,14,0.0195
600061,15,0.0556
600061,16,0.0057
600061,17,-0.0234
600061,18,-0.0153
600061,19,-0.0078
600061,20,-0.0705
600062,0,1.0
600062,1,-0.0198
600062,2,-0.1401
600062,3,-0.0925
600062,4,-0.0922
600062,5,-0.0554
600062,6,-0.034
600062,7,0.0082
600062,8,-0.0148
600062,9,-0.0145
600062,10,-0.0279
600062,11,0.0244
600062,12,-0.0151
600062,13,-0.0514
600062,14,0.0169
600062,15,0.0416
600062,16,-0.0326
600062,17,0.005
600062,18,-0.0048
600062,19,-0.0586
600062,20,0.0093
600063,0,1.0
600063,1,-0.024
600063,2,-0.1515
600063,3,-0.1071
600063,4,-0.0748
600063,5,-0.0322
600063,6,-0.0422
600063,7,-0.0069
600063,8,0.0078
600063,9,0.0233
600063,10,0.01
600063,11,-0.0382
600063,12,-0.0219
600063,13,-0.0097
600063,14,0.0213
600063,15,-0.0573
600063,16,-0.0168
600063,17,-0.0332
600063,18,0.0231
600063,19,0.0433
600063,20,-0.0307
600064,0,1.0
600064,1,-0.0248
600064,2,-0.1258
600064,3,-0.0813
600064,4,-0.0601
600064,5,-0.0368
600064,6,-0.0551
600064,7,-0.0368
600064,8,-0.0366
600064,9,-0.0633
600064,10,-0.0308
600064,11,-0.0194
600064,12,-0.0116
600064,13,-0.0108
600064,14,0.0765
600064,15,0.0205
600064,16,0.0567
600064,17,0.0095
600064,18,0.0098
600064,19,0.0294
600064,20,-0.0207
600065,0,1.0
600065,1,-0.0134
600065,2,-0.107
600065,3,-0.0908
600065,4,-0.1135
600065,5,-0.0716
600065,6,-0.038
600065,7,-0.0246
600065,8,-0.0066
600065,9,-0.0077
600065,10,0.012
600065,11,-0.0302
600065,12,0.0124
600065,13,-0.0106
600065,14,-0.0416
600065,15,-0.0268
600065,16,0.0369
600065,17,-0.0363
600065,18,0.0695
600065,19,0.0407
600065,20,-0.0212
600066,0,1.0
600066,1,-0.0278
600066,2,-0.1656
600066,3,-0.1126
600066,4,-0.0573
600066,5,-0.0665
600066,6,-0.0551
600066,7,-0.0342
600066,8,0.0257
600066,9,0.0108
600066,10,-0.0126
600066,11,-0.037
600066,12,0.0089
600066,13,-0.0218
600066,14,0.0613
600066,15,-0.0143
600066,16,-0.0107
600066,17,0.0018
600066,18,0.0201
600066,19,0.027
600066,20,0.0142
600067,0,1.0
600067,1,-0.014
600067,2,-0.1148
600067,3,-0.0762
600067,4,-0.0404
600067,5,-0.0779
600067,6,-0.0548
600067,7,-0.0204
600067,8,-0.0361
600067,9,-0.0249
600067,10,-0.0069
600067,11,-0.0091
600067,12,-0.0478
600067,13,0.0656
600067,14,-0.0078
600067,15,0.0375
600067,16,0.0045
600067,17,-0.0583
600067,18,-0.0085
600067,19,0.0096
600067,20,-0.0052
600068,0,1.0
600068,1,-0.0162
600068,2,-0.0893
600068,3,-0.0484
600068,4,-0.0693
600068,5,-0.05
600068,6,-0.0527
600068,7,0.0001
600068,8,-0.0351
600068,9,-0.0565
600068,10,-0.0202
600068,11,-0.0175
600068,12,-0.0271
600068,13,0.0183
600068,14,0.0017
600068,15,-0.0298
600068,16,0.0294
600068,17,-0.0042
600068,18,0.0495
600068,19,-0.0333
600068,20,-0.0168
600069,0,1.0
600069,1,-0.0413
600069,2,-0.1493
600069,3,-0.0908
600069,4,-0.0775
600069,5,-0.0556
600069,6,0.0005
600069,7,-0.0134
600069,8,0.0026
600069,9,-0.0251
600069,10,-0.0645
600069,11,-0.0351
600069,12,0.0517
600069,13,0.0246
600069,14,-0.0322
600069,15,-0.0078
600069,16,0.0202
600069,17,-0.0223
600069,18,0.0066
600069,19,0.0053
600069,20,0.0379
600070,0,1.0
600070,1,-0.0184
600070,2,-0.1326
600070,3,-0.0839
600070,4,-0.0807
600070,5,-0.0752
600070,6,0.0062
600070,7,0.017
600070,8,-0.0339
600070,9,-0.0363
600070,10,-0.0525
600070,11,-0.0173
600070,12,0.0193
600070,13,-0.0178
600070,14,0.0197
600070,15,0.0099
600070,16,-0.0162
600070,17,0.016
600070,18,-0.0505
600070,19,-0.056
600070,20,0.0699
600071,0,1.0
600071,1,-0.0199
600071,2,-0.1099
600071,3,-0.0973
600071,4,-0.0706
600071,5,-0.0255
600071,6,-0.0131
600071,7,-0.0205
600071,8,-0.0365
600071,9,-0.0028
600071,10,0.0122
600071,11,0.0123
600071,12,-0.0721
600071,13,0.0006
600071,14,-0.019
600071,15,0.0431
600071,16,0.0237
600071,17,0.0493
600071,18,-0.0193
600071,19,-0.0492
600071,20,0.0069
600072,0,1.0
600072,1,-0.0309
600072,2,-0.1258
600072,3,-0.0854
600072,4,-0.0654
600072,5,-0.0362
600072,6,-0.0469
600072,7,-0.0064
600072,8,-0.0252
600072,9,-0.0062
600072,10,0.0255
600072,11,0.0054
600072,12,-0.0204
600072,13,-0.0689
600072,14,-0.0066
600072,15,0.0232
600072,16,-0.026
600072,17,-0.0141
600072,18,-0.0306
600072,19,0.0002
600072,20,0.0074
600073,0,1.0
600073,1,-0.0206
600073,2,-0.1554
600073,3,-0.1095
600073,4,-0.0607
600073,5,-0.0785
600073,6,-0.0176
600073,7,-0.0149
600073,8,-0.0016
600073,9,-0.0363
600073,10,-0.0213
600073,11,0.0223
600073,12,-0.0388
600073,13,-0.0019
600073,14,0.0054
600073,15,0.044
600073,16,0.0454
600073,17,0.0039
600073,18,-0.0382
600073,19,-0.0344
600073,20,-0.0417
600074,0,1.0
600074,1,-0.0153
600074,2,-0.1161
600074,3,-0.0758
600074,4,-0.0739
600074,5,-0.0842
600074,6,-0.0382
600074,7,-0.0464
600074,8,-0.0438
600074,9,-0.0038
600074,10,-0.0156
600074,11,-0.0041
600074,12,0.0964
600074,13,-0.0063
600074,14,-0.0314
600074,15,0.0053
600074,16,-0.0014
600074,17,-0.0371
600074,18,0.0231
600074,19,0.0209
600074,20,-0.0342
600075,0,1.0
600075,1,-0.0268
600075,2,-0.1723
600075,3,-0.0961
600075,4,-0.076
600075,5,-0.0316
600075,6,0.0345
600075,7,-0.0058
600075,8,-0.089
600075,9,-0.037
600075,10,0.0006
600075,11,0.0405
600075,12,0.0251
600075,13,-0.0013
600075,14,-0.0319
600075,15,-0.0676
600075,16,-0.0378
600075,17,0.0639
600075,18,0.0097
600075,19,-0.0079
600075,20,0.0113
600076,0,1.0
600076,1,-0.0222
600076,2,-0.1548
600076,3,-0.107
600076,4,-0.0793
600076,5,-0.0682
600076,6,-0.0221
600076,7,-0.0232
600076,8,-0.0029
600076,9,0.0137
600076,10,0.0008
600076,11,-0.0152
600076,12,0.0029
600076,13,-0.0465
600076,14,-0.0335
600076,15,0.0239
600076,16,0.0681
600076,17,-0.003
600076,18,-0.0139
600076,19,-0.0155
600076,20,-0.0041
600077,0,1.0
600077,1,-0.0261
600077,2,-0.1072
600077,3,-0.0923
600077,4,-0.0421
600077,5,-0.0323
600077,6,-0.0116
600077,7,-0.0255
600077,8,0.0257
600077,9,-0.0101
600077,10,-0.0303
600077,11,-0.0063
600077,12,0.0066
600077,13,0.0071
600077,14,0.0267
600077,15,-0.0271
600077,16,0.0044
600077,17,-0.0136
600077,18,-0.0236
600077,19,0.0113
600077,20,0.0159
600078,0,1.0
600078,1,-0.0209
600078,2,-0.1414
600078,3,-0.1163
600078,4,-0.0864
600078,5,-0.0471
600078,6,-0.0501
600078,7,-0.0772
600078,8,-0.0551
600078,9,0.0218
600078,10,0.0749
600078,11,0.0481
600078,12,-0.0212
600078,13,0.0139
600078,14,-0.0286
600078,15,-0.0238
600078,16,0.0306
600078,17,-0.0173
600078,18,-0.0445
600078,19,-0.0634
600078,20,0.0216
600079,0,1.0
600079,1,-0.0477
600079,2,-0.1418
600079,3,-0.0967
600079,4,-0.092
600079,5,-0.0498
600079,6,-0.0228
600079,7,-0.0211
600079,8,-0.0126
600079,9,-0.0011
600079,10,-0.0141
600079,11,0.0217
600079,12,0.0262
600079,13,-0.0314
600079,14,0.024
600079,15,-0.0226
600079,16,-0.0369
600079,17,-0.0289
600079,18,0.073
600079,19,-0.0165
600079,20,-0.0203
600080,0,1.0
600080,1,-0.0164
