Asset_Number,Incident_Date,Gap_Days
100080,2024-01-23 15:58:22,4.0
100080,2024-03-13 15:58:22,50.0
100080,2024-03-27 15:58:22,14.0
100080,2024-03-28 15:58:22,1.0
100080,2024-04-02 15:58:22,5.0
100080,2024-04-03 15:58:22,1.0
100080,2024-04-07 15:58:22,4.0
100081,2021-04-28 08:05:22,
100081,2021-04-29 08:05:22,1.0
100081,2021-05-15 08:05:22,16.0
100081,2021-05-16 08:05:22,1.0
100081,2021-05-23 08:05:22,7.0
100081,2021-05-29 08:05:22,6.0
100081,2021-05-31 08:05:22,2.0
100081,2021-05-31 08:05:22,0.0
100081,2021-06-01 08:05:22,1.0
100081,2021-06-04 08:05:22,3.0
100081,2021-06-04 08:05:22,0.0
100081,2021-06-05 08:05:22,1.0
100081,2021-06-12 08:05:22,7.0
100081,2021-06-13 08:05:22,1.0
100081,2021-06-17 08:05:22,4.0
100081,2021-06-22 08:05:22,5.0
100081,2021-06-23 08:05:22,1.0
100081,2021-06-27 08:05:22,4.0
100081,2021-07-01 08:05:22,4.0
100081,2021-07-09 08:05:22,8.0
100081,2021-07-09 08:05:22,0.0
100081,2021-07-20 08:05:22,11.0
100081,2021-07-25 08:05:22,5.0
100081,2021-07-26 08:05:22,1.0
100081,2021-07-30 08:05:22,4.0
100081,2021-07-31 08:05:22,1.0
100081,2021-08-05 08:05:22,5.0
100081,2021-08-07 08:05:22,2.0
100081,2021-08-19 08:05:22,12.0
100081,2021-08-20 08:05:22,1.0
100081,2021-08-20 08:05:22,0.0
100081,2021-08-23 08:05:22,3.0
100081,2021-08-27 08:05:22,4.0
100081,2021-09-02 08:05:22,6.0
100081,2021-09-18 08:05:22,16.0
100081,2021-09-23 08:05:22,5.0
100081,2021-10-04 08:05:22,11.0
100081,2021-10-06 08:05:22,2.0
100081,2021-10-10 08:05:22,4.0
100081,2021-10-18 08:05:22,8.0
100081,2021-11-11 08:05:22,24.0
100081,2021-11-13 08:05:22,2.0
100081,2021-11-15 08:05:22,2.0
100081,2021-11-16 08:05:22,1.0
100081,2021-12-04 08:05:22,18.0
100081,2021-12-05 08:05:22,1.0
100081,2021-12-13 08:05:22,8.0
100081,2021-12-21 08:05:22,8.0
100081,2021-12-24 08:05:22,3.0
100081,2021-12-25 08:05:22,1.0
100081,2021-12-26 08:05:22,1.0
100081,2021-12-28 08:05:22,2.0
100081,2021-12-30 08:05:22,2.0
100081,2022-01-01 08:05:22,2.0
100081,2022-01-01 08:05:22,0.0
100081,2022-01-04 08:05:22,3.0
100081,2022-01-21 08:05:22,17.0
100081,2022-02-01 08:05:22,11.0
100081,2022-02-14 08:05:22,13.0
100081,2022-02-17 08:05:22,3.0
100081,2022-02-22 08:05:22,5.0
100081,2022-02-27 08:05:22,5.0
100081,2022-02-28 08:05:22,1.0
100081,2022-03-11 08:05:22,11.0
100081,2022-03-14 08:05:22,3.0
100081,2022-03-16 08:05:22,2.0
100081,2022-03-17 08:05:22,1.0
100081,2022-03-21 08:05:22,4.0
100081,2022-03-21 08:05:22,0.0
100081,2022-03-28 08:05:22,7.0
100081,2022-03-30 08:05:22,2.0
100081,2022-04-10 08:05:22,11.0
100081,2022-04-12 08:05:22,2.0
100081,2022-04-15 08:05:22,3.0
100081,2022-04-15 08:05:22,0.0
100081,2022-04-16 08:05:22,1.0
100081,2022-04-25 08:05:22,9.0
100081,2022-05-03 08:05:22,8.0
100081,2022-05-06 08:05:22,3.0
100081,2022-05-07 08:05:22,1.0
100081,2022-05-10 08:05:22,3.0
100081,2022-05-14 08:05:22,4.0
100081,2022-05-16 08:05:22,2.0
100081,2022-05-18 08:05:22,2.0
100081,2022-05-18 08:05:22,0.0
100081,2022-05-20 08:05:22,2.0
100081,2022-05-21 08:05:22,1.0
100081,2022-05-21 08:05:22,0.0
100081,2022-05-23 08:05:22,2.0
100081,2022-05-26 08:05:22,3.0
100081,2022-05-29 08:05:22,3.0
100081,2022-06-06 08:05:22,8.0
100081,2022-06-11 08:05:22,5.0
100081,2022-06-12 08:05:22,1.0
100081,2022-06-13 08:05:22,1.0
100081,2022-06-13 08:05:22,0.0
100081,2022-06-19 08:05:22,6.0
100081,2022-06-21 08:05:22,2.0
100081,2022-06-24 08:05:22,3.0
100081,2022-06-24 08:05:22,0.0
100081,2022-06-25 08:05:22,1.0
100081,2022-06-27 08:05:22,2.0
100081,2022-07-14 08:05:22,17.0
100081,2022-07-15 08:05:22,1.0
100081,2022-07-16 08:05:22,1.0
100081,2022-07-16 08:05:22,0.0
100081,2022-07-17 08:05:22,1.0
100081,2022-07-17 08:05:22,0.0
100081,2022-07-22 08:05:22,5.0
100081,2022-07-26 08:05:22,4.0
100081,2022-07-28 08:05:22,2.0
100081,2022-07-28 08:05:22,0.0
100081,2022-07-29 08:05:22,1.0
100081,2022-08-02 08:05:22,4.0
100081,2022-08-07 08:05:22,5.0
100081,2022-08-13 08:05:22,6.0
100081,2022-08-18 08:05:22,5.0
100081,2022-08-20 08:05:22,2.0
100081,2022-08-26 08:05:22,6.0
100081,2022-08-26 08:05:22,0.0
100081,2022-08-30 08:05:22,4.0
100081,2022-09-02 08:05:22,3.0
100081,2022-09-09 08:05:22,7.0
100081,2022-09-12 08:05:22,3.0
100081,2022-09-23 08:05:22,11.0
100081,2022-09-27 08:05:22,4.0
100081,2022-09-29 08:05:22,2.0
100081,2022-10-02 08:05:22,3.0
100081,2022-10-05 08:05:22,3.0
100081,2022-10-12 08:05:22,7.0
100081,2022-10-15 08:05:22,3.0
100081,2022-10-19 08:05:22,4.0
100081,2022-10-23 08:05:22,4.0
100081,2022-10-25 08:05:22,2.0
100081,2022-10-26 08:05:22,1.0
100081,2022-10-27 08:05:22,1.0
100081,2022-11-04 08:05:22,8.0
100081,2022-11-07 08:05:22,3.0
100081,2022-11-08 08:05:22,1.0
100081,2022-11-09 08:05:22,1.0
100081,2022-11-12 08:05:22,3.0
100081,2022-11-14 08:05:22,2.0
100081,2022-11-17 08:05:22,3.0
100081,2022-11-25 08:05:22,8.0
100081,2022-11-29 08:05:22,4.0
100081,2022-12-07 08:05:22,8.0
100081,2022-12-08 08:05:22,1.0
100081,2022-12-15 08:05:22,7.0
100081,2022-12-16 08:05:22,1.0
100081,2022-12-18 08:05:22,2.0
100081,2022-12-24 08:05:22,6.0
100081,2023-01-03 08:05:22,10.0
100081,2023-01-17 08:05:22,14.0
100081,2023-01-21 08:05:22,4.0
100081,2023-01-22 08:05:22,1.0
100081,2023-01-30 08:05:22,8.0
100081,2023-01-31 08:05:22,1.0
100081,2023-02-02 08:05:22,2.0
100081,2023-02-05 08:05:22,3.0
100081,2023-02-14 08:05:22,9.0
100081,2023-02-15 08:05:22,1.0
100081,2023-02-21 08:05:22,6.0
100081,2023-03-02 08:05:22,9.0
100081,2023-03-02 08:05:22,0.0
100081,2023-03-10 08:05:22,8.0
100081,2023-03-12 08:05:22,2.0
100081,2023-03-19 08:05:22,7.0
100081,2023-03-23 08:05:22,4.0
100081,2023-03-24 08:05:22,1.0
100081,2023-03-25 08:05:22,1.0
100081,2023-03-26 08:05:22,1.0
100081,2023-03-27 08:05:22,1.0
100081,2023-03-30 08:05:22,3.0
100081,2023-03-31 08:05:22,1.0
100081,2023-04-11 08:05:22,11.0
100081,2023-04-17 08:05:22,6.0
100081,2023-04-19 08:05:22,2.0
100081,2023-04-24 08:05:22,5.0
100081,2023-04-24 08:05:22,0.0
100081,2023-04-24 08:05:22,0.0
100081,2023-04-30 08:05:22,6.0
100081,2023-05-05 08:05:22,5.0
100081,2023-05-06 08:05:22,1.0
100081,2023-05-14 08:05:22,8.0
100081,2023-05-15 08:05:22,1.0
100081,2023-05-28 08:05:22,13.0
100081,2023-06-01 08:05:22,4.0
100081,2023-06-01 08:05:22,0.0
100081,2023-06-13 08:05:22,12.0
100081,2023-06-13 08:05:22,0.0
100081,2023-06-18 08:05:22,5.0
100081,2023-06-21 08:05:22,3.0
100081,2023-06-21 08:05:22,0.0
100081,2023-06-21 08:05:22,0.0
100081,2023-06-22 08:05:22,1.0
100081,2023-06-25 08:05:22,3.0
100081,2023-06-27 08:05:22,2.0
100081,2023-07-09 08:05:22,12.0
100081,2023-07-11 08:05:22,2.0
100081,2023-07-12 08:05:22,1.0
100081,2023-07-17 08:05:22,5.0
100081,2023-07-24 08:05:22,7.0
100081,2023-07-27 08:05:22,3.0
100081,2023-07-31 08:05:22,4.0
100081,2023-08-01 08:05:22,1.0
100081,2023-08-01 08:05:22,0.0
100081,2023-08-02 08:05:22,1.0
100081,2023-08-03 08:05:22,1.0
100081,2023-08-09 08:05:22,6.0
100081,2023-08-11 08:05:22,2.0
100081,2023-08-19 08:05:22,8.0
100081,2023-08-20 08:05:22,1.0
100081,2023-08-21 08:05:22,1.0
100081,2023-08-21 08:05:22,0.0
100081,2023-09-10 08:05:22,20.0
100081,2023-09-14 08:05:22,4.0
100081,2023-09-16 08:05:22,2.0
100081,2023-09-21 08:05:22,5.0
100081,2023-09-21 08:05:22,0.0
100081,2023-09-26 08:05:22,5.0
100081,2023-10-02 08:05:22,6.0
100081,2023-10-02 08:05:22,0.0
100081,2023-10-04 08:05:22,2.0
100081,2023-10-07 08:05:22,3.0
100081,2023-10-09 08:05:22,2.0
100081,2023-10-14 08:05:22,5.0
100081,2023-10-16 08:05:22,2.0
100081,2023-10-19 08:05:22,3.0
100081,2023-10-20 08:05:22,1.0
100081,2023-10-25 08:05:22,5.0
100081,2023-10-26 08:05:22,1.0
100081,2023-10-27 08:05:22,1.0
100081,2023-10-27 08:05:22,0.0
100081,2023-11-07 08:05:22,11.0
100081,2023-11-08 08:05:22,1.0
100081,2023-11-10 08:05:22,2.0
100081,2023-11-10 08:05:22,0.0
100081,2023-11-16 08:05:22,6.0
100081,2023-11-24 08:05:22,8.0
100081,2023-12-01 08:05:22,7.0
100081,2023-12-11 08:05:22,10.0
100081,2023-12-14 08:05:22,3.0
100081,2023-12-23 08:05:22,9.0
100081,2023-12-27 08:05:22,4.0
100081,2024-01-01 08:05:22,5.0
100081,2024-01-02 08:05:22,1.0
100081,2024-01-05 08:05:22,3.0
100081,2024-01-07 08:05:22,2.0
100081,2024-01-08 08:05:22,1.0
100081,2024-01-08 08:05:22,0.0
100081,2024-01-10 08:05:22,2.0
100081,2024-01-16 08:05:22,6.0
100081,2024-01-17 08:05:22,1.0
100081,2024-01-17 08:05:22,0.0
100081,2024-01-19 08:05:22,2.0
100081,2024-01-21 08:05:22,2.0
100081,2024-01-29 08:05:22,8.0
100081,2024-02-16 08:05:22,18.0
100081,2024-02-17 08:05:22,1.0
100081,2024-02-18 08:05:22,1.0
100081,2024-02-19 08:05:22,1.0
100081,2024-02-22 08:05:22,3.0
100081,2024-02-24 08:05:22,2.0
100081,2024-02-26 08:05:22,2.0
100081,2024-02-28 08:05:22,2.0
100081,2024-02-28 08:05:22,0.0
100081,2024-03-16 08:05:22,17.0
100081,2024-03-17 08:05:22,1.0
100081,2024-03-22 08:05:22,5.0
100081,2024-03-31 08:05:22,9.0
100081,2024-04-05 08:05:22,5.0
100081,2024-04-09 08:05:22,4.0
100081,2024-04-10 08:05:22,1.0
100081,2024-04-10 08:05:22,0.0
100081,2024-04-13 08:05:22,3.0
100081,2024-04-13 08:05:22,0.0
100081,2024-04-17 08:05:22,4.0
300006,2021-04-11 08:33:47,
300006,2021-04-12 08:33:47,1.0
300006,2021-04-13 08:33:47,1.0
300006,2021-04-15 08:33:47,2.0
300006,2021-04-16 08:33:47,1.0
300006,2021-04-16 08:33:47,0.0
300006,2021-04-17 08:33:47,1.0
300006,2021-04-22 08:33:47,5.0
300006,2021-04-26 08:33:47,4.0
300006,2021-04-27 08:33:47,1.0
300006,2021-04-28 08:33:47,1.0
300006,2021-05-11 08:33:47,13.0
300006,2021-05-14 08:33:47,3.0
300006,2021-05-16 08:33:47,2.0
300006,2021-05-17 08:33:47,1.0
300006,2021-05-17 08:33:47,0.0
300006,2021-05-25 08:33:47,8.0
300006,2021-06-05 08:33:47,11.0
300006,2021-06-05 08:33:47,0.0
300006,2021-06-08 08:33:47,3.0
300006,2021-06-10 08:33:47,2.0
300006,2021-06-15 08:33:47,5.0
300006,2021-06-26 08:33:47,11.0
300006,2021-06-27 08:33:47,1.0
300006,2021-07-02 08:33:47,5.0
300006,2021-07-04 08:33:47,2.0
300006,2021-07-12 08:33:47,8.0
300006,2021-07-15 08:33:47,3.0
300006,2021-07-20 08:33:47,5.0
300006,2021-07-26 08:33:47,6.0
300006,2021-07-29 08:33:47,3.0
300006,2021-07-31 08:33:47,2.0
300006,2021-07-31 08:33:47,0.0
300006,2021-08-08 08:33:47,8.0
300006,2021-08-09 08:33:47,1.0
300006,2021-08-13 08:33:47,4.0
300006,2021-08-15 08:33:47,2.0
300006,2021-08-22 08:33:47,7.0
300006,2021-08-22 08:33:47,0.0
300006,2021-08-26 08:33:47,4.0
300006,2021-08-27 08:33:47,1.0
300006,2021-08-29 08:33:47,2.0
300006,2021-08-30 08:33:47,1.0
300006,2021-09-04 08:33:47,5.0
300006,2021-09-07 08:33:47,3.0
300006,2021-09-28 08:33:47,21.0
300006,2021-09-30 08:33:47,2.0
300006,2021-10-03 08:33:47,3.0
300006,2021-10-04 08:33:47,1.0
300006,2021-10-09 08:33:47,5.0
300006,2021-10-10 08:33:47,1.0
300006,2021-10-17 08:33:47,7.0
300006,2021-10-28 08:33:47,11.0
300006,2021-10-30 08:33:47,2.0
300006,2021-11-07 08:33:47,8.0
300006,2021-11-08 08:33:47,1.0
300006,2021-12-06 08:33:47,28.0
300006,2021-12-18 08:33:47,12.0
300006,2021-12-26 08:33:47,8.0
300006,2022-01-07 08:33:47,12.0
300006,2022-01-09 08:33:47,2.0
300006,2022-01-15 08:33:47,6.0
300006,2022-01-15 08:33:47,0.0
300006,2022-01-22 08:33:47,7.0
300006,2022-01-29 08:33:47,7.0
300006,2022-02-02 08:33:47,4.0
300006,2022-02-04 08:33:47,2.0
300006,2022-02-14 08:33:47,10.0
300006,2022-02-16 08:33:47,2.0
300006,2022-02-22 08:33:47,6.0
300006,2022-02-22 08:33:47,0.0
300006,2022-03-07 08:33:47,13.0
300006,2022-03-07 08:33:47,0.0
300006,2022-03-10 08:33:47,3.0
300006,2022-03-13 08:33:47,3.0
300006,2022-03-20 08:33:47,7.0
300006,2022-03-27 08:33:47,7.0
300006,2022-03-28 08:33:47,1.0
300006,2022-03-30 08:33:47,2.0
300006,2022-04-11 08:33:47,12.0
300006,2022-04-13 08:33:47,2.0
300006,2022-04-14 08:33:47,1.0
300006,2022-04-20 08:33:47,6.0
300006,2022-04-20 08:33:47,0.0
300006,2022-04-23 08:33:47,3.0
300006,2022-04-25 08:33:47,2.0
300006,2022-05-01 08:33:47,6.0
300006,2022-05-14 08:33:47,13.0
300006,2022-05-15 08:33:47,1.0
300006,2022-05-18 08:33:47,3.0
300006,2022-05-19 08:33:47,1.0
300006,2022-05-23 08:33:47,4.0
300006,2022-05-24 08:33:47,1.0
300006,2022-05-24 08:33:47,0.0
300006,2022-05-30 08:33:47,6.0
300006,2022-06-03 08:33:47,4.0
300006,2022-06-04 08:33:47,1.0
300006,2022-06-05 08:33:47,1.0
300006,2022-06-06 08:33:47,1.0
300006,2022-06-07 08:33:47,1.0
300006,2022-06-08 08:33:47,1.0
300006,2022-06-10 08:33:47,2.0
300006,2022-06-12 08:33:47,2.0
300006,2022-06-13 08:33:47,1.0
300006,2022-06-14 08:33:47,1.0
300006,2022-06-15 08:33:47,1.0
300006,2022-06-17 08:33:47,2.0
300006,2022-06-22 08:33:47,5.0
300006,2022-06-29 08:33:47,7.0
300006,2022-07-01 08:33:47,2.0
300006,2022-07-08 08:33:47,7.0
300006,2022-07-08 08:33:47,0.0
300006,2022-07-08 08:33:47,0.0
300006,2022-07-10 08:33:47,2.0
300006,2022-07-12 08:33:47,2.0
300006,2022-07-14 08:33:47,2.0
300006,2022-07-17 08:33:47,3.0
300006,2022-07-20 08:33:47,3.0
300006,2022-07-21 08:33:47,1.0
300006,2022-07-24 08:33:47,3.0
300006,2022-07-28 08:33:47,4.0
300006,2022-08-04 08:33:47,7.0
300006,2022-08-04 08:33:47,0.0
300006,2022-08-14 08:33:47,10.0
300006,2022-08-15 08:33:47,1.0
300006,2022-08-15 08:33:47,0.0
300006,2022-08-20 08:33:47,5.0
300006,2022-08-20 08:33:47,0.0
300006,2022-08-29 08:33:47,9.0
300006,2022-09-05 08:33:47,7.0
300006,2022-09-08 08:33:47,3.0
300006,2022-09-12 08:33:47,4.0
300006,2022-09-18 08:33:47,6.0
300006,2022-09-19 08:33:47,1.0
300006,2022-09-23 08:33:47,4.0
300006,2022-10-01 08:33:47,8.0
300006,2022-10-02 08:33:47,1.0
300006,2022-10-06 08:33:47,4.0
300006,2022-10-09 08:33:47,3.0
300006,2022-10-13 08:33:47,4.0
300006,2022-10-17 08:33:47,4.0
300006,2022-10-21 08:33:47,4.0
300006,2022-10-22 08:33:47,1.0
300006,2022-10-24 08:33:47,2.0
300006,2022-10-24 08:33:47,0.0
300006,2022-10-28 08:33:47,4.0
300006,2022-10-28 08:33:47,0.0
300006,2022-10-29 08:33:47,1.0
300006,2022-11-01 08:33:47,3.0
300006,2022-11-02 08:33:47,1.0
300006,2022-11-03 08:33:47,1.0
300006,2022-11-06 08:33:47,3.0
300006,2022-11-11 08:33:47,5.0
300006,2022-11-11 08:33:47,0.0
300006,2022-11-18 08:33:47,7.0
300006,2022-11-19 08:33:47,1.0
300006,2022-11-24 08:33:47,5.0
300006,2022-11-29 08:33:47,5.0
300006,2022-11-30 08:33:47,1.0
300006,2022-12-07 08:33:47,7.0
300006,2022-12-11 08:33:47,4.0
300006,2022-12-14 08:33:47,3.0
300006,2022-12-18 08:33:47,4.0
300006,2022-12-22 08:33:47,4.0
300006,2022-12-27 08:33:47,5.0
300006,2022-12-29 08:33:47,2.0
300006,2022-12-31 08:33:47,2.0
300006,2023-01-02 08:33:47,2.0
300006,2023-01-08 08:33:47,6.0
300006,2023-01-09 08:33:47,1.0
300006,2023-01-11 08:33:47,2.0
300006,2023-01-14 08:33:47,3.0
300006,2023-01-16 08:33:47,2.0
300006,2023-01-17 08:33:47,1.0
300006,2023-01-18 08:33:47,1.0
300006,2023-01-23 08:33:47,5.0
300006,2023-01-31 08:33:47,8.0
300006,2023-02-03 08:33:47,3.0
300006,2023-02-15 08:33:47,12.0
300006,2023-02-15 08:33:47,0.0
300006,2023-02-19 08:33:47,4.0
300006,2023-02-23 08:33:47,4.0
300006,2023-02-25 08:33:47,2.0
300006,2023-03-01 08:33:47,4.0
300006,2023-03-01 08:33:47,0.0
300006,2023-03-03 08:33:47,2.0
300006,2023-03-04 08:33:47,1.0
300006,2023-03-08 08:33:47,4.0
300006,2023-03-12 08:33:47,4.0
300006,2023-03-14 08:33:47,2.0
300006,2023-03-16 08:33:47,2.0
300006,2023-03-17 08:33:47,1.0
300006,2023-03-23 08:33:47,6.0
300006,2023-03-25 08:33:47,2.0
300006,2023-03-26 08:33:47,1.0
300006,2023-03-28 08:33:47,2.0
300006,2023-03-29 08:33:47,1.0
300006,2023-04-02 08:33:47,4.0
300006,2023-04-10 08:33:47,8.0
300006,2023-04-11 08:33:47,1.0
300006,2023-04-15 08:33:47,4.0
300006,2023-04-22 08:33:47,7.0
300006,2023-04-26 08:33:47,4.0
300006,2023-04-29 08:33:47,3.0
300006,2023-05-05 08:33:47,6.0
300006,2023-05-10 08:33:47,5.0
300006,2023-05-10 08:33:47,0.0
300006,2023-05-11 08:33:47,1.0
300006,2023-05-15 08:33:47,4.0
300006,2023-05-21 08:33:47,6.0
300006,2023-05-21 08:33:47,0.0
300006,2023-05-23 08:33:47,2.0
300006,2023-05-23 08:33:47,0.0
300006,2023-05-24 08:33:47,1.0
300006,2023-06-02 08:33:47,9.0
300006,2023-06-07 08:33:47,5.0
300006,2023-06-11 08:33:47,4.0
300006,2023-06-17 08:33:47,6.0
300006,2023-06-23 08:33:47,6.0
300006,2023-06-23 08:33:47,0.0
300006,2023-06-24 08:33:47,1.0
300006,2023-06-28 08:33:47,4.0
300006,2023-07-01 08:33:47,3.0
300006,2023-07-16 08:33:47,15.0
300006,2023-07-24 08:33:47,8.0
300006,2023-07-28 08:33:47,4.0
300006,2023-07-30 08:33:47,2.0
300006,2023-08-01 08:33:47,2.0
300006,2023-08-04 08:33:47,3.0
300006,2023-08-07 08:33:47,3.0
300006,2023-08-09 08:33:47,2.0
300006,2023-08-15 08:33:47,6.0
300006,2023-08-24 08:33:47,9.0
300006,2023-08-24 08:33:47,0.0
300006,2023-08-27 08:33:47,3.0
300006,2023-08-28 08:33:47,1.0
300006,2023-08-31 08:33:47,3.0
300006,2023-09-05 08:33:47,5.0
300006,2023-09-06 08:33:47,1.0
300006,2023-09-10 08:33:47,4.0
300006,2023-09-21 08:33:47,11.0
300006,2023-10-04 08:33:47,13.0
300006,2023-10-04 08:33:47,0.0
300006,2023-10-05 08:33:47,1.0
300006,2023-10-12 08:33:47,7.0
300006,2023-10-22 08:33:47,10.0
300006,2023-10-23 08:33:47,1.0
300006,2023-11-04 08:33:47,12.0
300006,2023-11-12 08:33:47,8.0
300006,2023-11-16 08:33:47,4.0
300006,2023-11-16 08:33:47,0.0
300006,2023-11-24 08:33:47,8.0
300006,2023-12-04 08:33:47,10.0
300006,2023-12-04 08:33:47,0.0
300006,2023-12-09 08:33:47,5.0
300006,2023-12-10 08:33:47,1.0
300006,2023-12-13 08:33:47,3.0
300006,2023-12-14 08:33:47,1.0
300006,2023-12-16 08:33:47,2.0
300006,2023-12-21 08:33:47,5.0
300006,2023-12-21 08:33:47,0.0
300006,2023-12-24 08:33:47,3.0
300006,2023-12-25 08:33:47,1.0
300006,2023-12-26 08:33:47,1.0
300006,2023-12-26 08:33:47,0.0
300006,2023-12-30 08:33:47,4.0
300006,2024-01-01 08:33:47,2.0
300006,2024-01-02 08:33:47,1.0
300006,2024-01-03 08:33:47,1.0
300006,2024-01-04 08:33:47,1.0
300006,2024-01-06 08:33:47,2.0
300006,2024-01-08 08:33:47,2.0
300006,2024-01-11 08:33:47,3.0
300006,2024-01-12 08:33:47,1.0
300006,2024-01-16 08:33:47,4.0
300006,2024-01-16 08:33:47,0.0
300006,2024-01-17 08:33:47,1.0
300006,2024-02-11 08:33:47,25.0
300006,2024-02-12 08:33:47,1.0
300006,2024-02-17 08:33:47,5.0
300006,2024-02-19 08:33:47,2.0
300006,2024-02-27 08:33:47,8.0
300006,2024-03-01 08:33:47,3.0
300006,2024-03-03 08:33:47,2.0
300006,2024-03-08 08:33:47,5.0
300006,2024-03-09 08:33:47,1.0
300006,2024-03-17 08:33:47,8.0
300006,2024-03-18 08:33:47,1.0
300006,2024-03-22 08:33:47,4.0
300006,2024-03-28 08:33:47,6.0
300006,2024-03-31 08:33:47,3.0
300006,2024-04-03 08:33:47,3.0
300006,2024-04-10 08:33:47,7.0
300007,2021-04-06 14:22:33,
300007,2021-04-08 14:22:33,2.0
300007,2021-04-15 14:22:33,7.0
300007,2021-04-15 14:22:33,0.0
300007,2021-04-19 14:22:33,4.0
300007,2021-04-24 14:22:33,5.0
300007,2021-04-30 14:22:33,6.0
300007,2021-05-08 14:22:33,8.0
300007,2021-05-14 14:22:33,6.0
300007,2021-06-04 14:22:33,21.0
300007,2021-06-11 14:22:33,7.0
300007,2021-06-16 14:22:33,5.0
300007,2021-07-08 14:22:33,22.0
300007,2021-07-17 14:22:33,9.0
300007,2021-07-24 14:22:33,7.0
300007,2021-07-25 14:22:33,1.0
300007,2021-08-04 14:22:33,10.0
300007,2021-08-04 14:22:33,0.0
300007,2021-08-06 14:22:33,2.0
300007,2021-08-09 14:22:33,3.0
300007,2021-08-15 14:22:33,6.0
300007,2021-09-03 14:22:33,19.0
300007,2021-09-03 14:22:33,0.0
300007,2021-09-05 14:22:33,2.0
300007,2021-09-11 14:22:33,6.0
300007,2021-09-12 14:22:33,1.0
300007,2021-09-13 14:22:33,1.0
300007,2021-09-20 14:22:33,7.0
300007,2021-09-25 14:22:33,5.0
300007,2021-09-28 14:22:33,3.0
300007,2021-09-29 14:22:33,1.0
300007,2021-10-05 14:22:33,6.0
300007,2021-10-07 14:22:33,2.0
300007,2021-10-07 14:22:33,0.0
300007,2021-10-10 14:22:33,3.0
300007,2021-10-26 14:22:33,16.0
300007,2021-11-01 14:22:33,6.0
300007,2021-11-02 14:22:33,1.0
300007,2021-11-04 14:22:33,2.0
